Age,AnnualIncome,CreditScore,EducationLevel,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,LoanApproved
38,104578,567,3,17,28374,67,3,504,0,3,0,0,0,0,25,13,8442,432,176440,31364,8714,0,3,145076,0,0,868,0,36,0,0,0,0,0,0,0,0,1,0,0,0,1
34,74990,597,2,12,12773,35,0,568,0,1,1,0,0,0,22,20,1429,2440,149961,3767,6248,0,4,146194,0,0,486,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1
54,173832,529,2,34,22392,48,1,471,0,2,0,0,0,0,27,18,4053,1511,206746,14061,14485,0,5,192685,0,0,726,0,35,0,0,1,0,0,0,0,0,0,0,0,0,1
28,61435,575,1,6,20507,26,2,304,0,2,1,0,0,0,27,12,3751,1001,447237,13132,5118,0,6,434105,0,0,982,0,43,0,0,0,0,0,0,0,1,1,0,0,0,1
48,95989,568,1,29,23438,48,4,490,0,1,0,0,0,0,32,13,907,824,267399,22803,7999,0,6,244595,0,0,756,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1
49,93072,568,3,24,18668,45,0,387,0,1,0,0,0,0,25,22,986,1714,553931,8057,7755,0,2,545873,0,0,610,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1
61,122256,560,1,35,12044,50,2,775,0,8,2,0,0,0,21,19,2132,1049,186581,11633,10187,0,3,174948,0,0,376,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1
49,94953,600,3,25,22628,41,1,467,0,4,0,0,0,0,24,25,3925,717,39496,6778,7912,0,6,32717,0,0,1376,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1
37,145543,601,2,13,14233,47,2,393,0,4,0,0,0,0,21,23,1986,581,51953,33638,12128,0,3,18315,0,0,497,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
42,141201,531,1,20,16891,74,0,390,0,3,1,0,0,0,22,18,4165,1412,89313,5220,11766,0,5,84092,0,0,678,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1
45,50339,604,2,22,16434,36,1,480,0,3,1,0,0,0,29,1,2366,2070,259945,14951,4194,0,9,244993,0,0,598,0,41,0,0,1,0,0,0,0,0,0,1,0,0,1
47,77852,636,3,26,18871,54,0,237,0,2,1,0,0,0,29,15,4635,1211,49310,2654,6487,0,3,46655,0,0,543,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1
45,42169,617,3,22,12826,37,1,616,0,4,1,0,0,0,23,15,2626,326,299581,4460,3513,0,4,295120,0,0,442,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1
58,41194,606,1,35,15227,42,0,724,0,2,0,0,0,0,26,15,3449,858,137219,25814,3432,0,7,111404,0,0,495,0,41,0,0,1,0,0,0,0,0,0,0,0,0,1
40,57257,584,1,17,27050,36,1,530,0,1,1,0,0,0,22,26,1171,3338,122110,33988,4770,0,4,88122,0,0,989,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1
45,57846,597,3,23,21070,26,0,308,0,1,0,0,0,0,20,27,2187,2640,87731,3213,4820,0,10,84517,0,0,1030,0,39,0,0,1,0,0,0,0,0,0,0,0,0,1
40,77888,527,2,17,22303,41,0,315,0,3,0,0,0,0,24,28,4821,2814,154865,15523,6490,0,5,139342,0,0,813,0,37,0,0,1,0,0,0,0,0,0,0,0,0,1
34,84903,483,1,14,16626,48,3,631,0,5,0,0,0,0,24,20,3169,664,23006,25287,7075,0,5,4445,0,0,564,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1
47,37127,529,2,23,29085,28,2,349,0,2,0,0,0,0,32,25,3844,277,1200504,25701,3093,0,4,1174802,0,0,2405,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1
58,231802,638,1,35,43104,62,0,484,0,4,0,0,0,0,21,18,2096,924,307787,15567,19316,0,6,292219,0,0,1211,0,32,0,0,1,0,0,0,0,0,0,0,0,0,1
52,74758,578,3,27,16924,90,0,247,0,1,0,0,0,0,19,13,16652,390,29852,7598,6229,0,5,22254,0,0,386,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1
44,39268,624,2,19,22281,40,2,427,0,3,0,0,0,0,19,9,3397,3679,400167,34387,3271,0,5,365779,0,0,789,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1
41,115513,611,4,19,42109,43,2,736,0,4,0,0,0,0,21,18,5210,1102,76097,17184,9625,0,1,58912,0,0,1384,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1
42,49103,543,3,21,20925,39,2,433,0,2,2,0,0,0,23,21,1953,702,29733,27876,4091,0,5,4192,0,0,756,0,40,0,0,1,0,0,0,0,0,0,0,0,0,1
44,113388,588,2,23,20792,67,1,332,0,2,1,0,0,0,30,12,3330,1507,82304,23866,9448,0,6,58438,0,0,559,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1
38,61256,597,3,14,13749,62,3,380,0,1,0,0,0,0,25,15,539,1880,117244,51088,5104,0,7,66156,0,0,355,0,38,0,0,0,0,0,0,0,1,1,0,0,0,1
47,66360,628,3,25,22648,49,0,344,0,2,1,0,0,0,21,4,8229,3563,87303,14222,5529,0,4,73080,0,0,718,0,36,0,0,1,0,0,0,0,0,0,0,0,0,1
50,74460,594,3,27,13532,57,1,520,0,3,1,0,0,0,21,18,2670,415,32637,8439,6204,0,4,24198,0,0,413,0,41,0,0,1,0,0,0,0,0,0,0,0,0,1
50,237068,641,2,27,41631,67,0,624,0,4,0,0,0,0,22,17,1465,2013,312955,21116,19755,0,5,291838,0,0,1113,0,31,0,0,0,0,0,0,0,1,0,0,0,0,1
52,46559,649,3,30,12750,60,1,243,0,2,0,0,0,0,27,21,3092,1162,32073,5361,3879,0,6,26712,0,0,324,0,42,0,0,1,0,0,0,0,0,0,0,0,0,1
36,39974,606,3,13,12724,36,3,272,0,1,0,0,0,0,25,19,1768,936,165074,82378,3331,0,8,82696,0,0,468,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1
35,117146,584,3,13,22684,63,1,682,0,1,1,0,0,0,29,26,3032,1876,112840,16606,9762,0,5,96234,0,0,696,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1
29,116046,517,2,7,24756,35,2,323,0,4,0,0,0,0,21,13,2548,885,42858,18200,9670,0,4,24657,0,0,1342,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1
47,83515,538,3,25,15958,39,0,331,0,2,1,0,0,0,27,15,4163,676,43807,5121,6959,0,4,38685,0,0,575,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1
44,101450,649,3,21,23997,70,0,470,0,4,0,0,0,0,22,3,5659,646,248855,76953,8454,0,3,171901,0,0,549,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1
48,48484,595,3,27,22170,44,0,371,0,3,2,0,0,0,29,1,3594,1968,259497,11549,4039,0,8,247948,0,0,774,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
59,44504,658,3,36,15907,27,2,338,0,2,2,0,0,0,21,19,5038,226,12657,13231,3708,0,5,4374,0,0,729,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1
25,50504,527,3,5,18314,41,0,155,0,3,1,0,0,0,22,27,4466,4805,73387,93503,4208,0,4,8357,0,0,674,0,41,0,0,1,0,0,0,0,0,1,0,0,0,1
36,71749,582,3,14,13044,55,2,377,0,4,0,0,0,0,24,12,14473,1314,21524,36505,5978,0,6,3557,0,0,370,0,38,0,0,1,0,0,0,1,0,1,0,0,0,1
45,131141,569,2,21,13655,54,4,274,0,3,0,0,0,0,20,15,2787,4351,56807,51471,10927,0,7,5335,0,0,425,0,43,0,0,1,0,0,0,0,0,0,0,0,0,1
46,78052,594,3,24,11114,18,3,500,0,2,0,0,0,0,29,21,6898,1719,87942,4340,6503,0,3,83602,0,0,774,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1
43,49434,566,3,22,19789,31,1,451,0,2,1,0,0,0,23,24,2360,1183,28058,32163,4119,0,6,2157,0,0,809,0,38,0,0,0,0,0,0,0,0,1,0,0,0,1
29,107839,556,2,6,9912,24,0,757,0,1,0,0,0,0,16,27,10187,536,128726,12234,8985,0,4,116492,0,0,510,0,39,0,1,1,0,0,0,0,0,0,0,0,0,1
48,55538,633,4,26,19919,80,0,242,0,2,0,0,0,0,26,23,2342,2135,102185,3367,4627,0,4,98818,0,0,463,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1
33,128211,614,3,10,9575,36,0,241,0,2,1,0,0,0,30,21,1913,284,49292,10925,10683,0,6,38366,0,0,353,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1
32,37614,603,5,11,12286,42,2,347,0,3,1,0,0,0,20,17,3342,853,11155,15846,3134,0,4,5206,0,0,403,0,42,0,0,0,0,0,0,0,0,1,0,0,0,1
36,66342,472,1,10,7017,46,1,384,0,4,0,0,0,0,26,26,6906,3561,22866,10881,5528,0,6,11984,0,0,262,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
45,110725,594,4,23,28793,36,1,403,0,1,0,0,0,0,28,17,1042,1314,23951,20602,9226,0,5,3348,0,0,1083,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
53,73295,638,4,28,24084,41,0,356,0,3,2,0,0,0,25,11,5783,3079,13562,150662,6107,0,1,5040,0,0,851,0,39,0,0,0,0,0,0,0,1,0,0,0,0,1
54,118235,628,1,31,11614,12,0,546,0,4,0,0,0,0,27,13,10546,1746,30567,42647,9852,0,4,4212,0,0,1041,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1
35,85174,636,3,12,19719,42,0,571,0,3,0,0,0,0,30,6,4674,4078,22863,31855,7097,0,5,2535,0,0,677,0,38,0,0,1,0,0,0,0,0,0,0,0,0,1
56,44385,510,1,33,8200,60,2,410,0,2,3,0,0,0,34,25,4092,1447,23466,7023,3698,0,2,16443,0,0,237,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1
41,73248,631,3,16,33743,48,1,274,0,2,1,0,0,0,28,11,10848,3139,82338,53753,6103,0,3,28585,0,0,1001,0,38,0,0,0,0,0,0,1,0,0,0,1,0,1
40,44949,568,1,18,13494,40,0,157,0,2,1,0,0,0,27,26,1704,5155,202356,204633,3745,0,4,11893,0,0,462,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1
27,97600,517,4,3,9296,36,1,257,0,5,0,0,0,0,21,2,13116,1788,52305,2047,8133,0,1,50258,0,0,359,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1
37,122495,608,3,15,28729,43,2,348,0,2,1,0,0,0,22,13,3483,622,121128,14023,10207,0,4,107104,0,0,1161,0,36,0,0,0,1,0,0,0,0,0,0,0,0,1
40,290306,580,3,17,33083,46,2,558,0,3,1,0,0,0,26,12,3534,1212,28967,43186,22594,0,5,4857,0,0,1102,0,37,0,0,1,0,0,0,0,0,0,0,0,0,1
40,95808,560,3,19,14512,39,2,227,0,2,0,0,0,0,23,12,10213,1535,41527,61514,7983,0,4,7744,0,0,568,0,41,0,0,1,0,0,0,0,0,0,0,0,0,1
42,75657,581,2,21,23245,20,1,316,0,4,0,0,0,0,22,7,4797,2182,279278,18555,6304,0,3,260723,0,0,1814,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
42,72760,639,4,18,9290,59,1,170,0,0,0,0,0,0,31,17,5864,6169,118068,13308,6062,0,6,104760,0,0,238,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1
31,59103,586,3,9,19055,42,1,494,0,3,1,0,0,0,26,18,1312,3112,61127,20281,4924,0,5,40846,0,0,634,0,42,0,0,0,0,0,0,0,0,0,0,0,0,1
27,58248,598,3,6,16257,46,0,383,0,4,1,0,0,0,28,15,1515,2608,101604,30200,4853,0,4,71404,0,0,497,0,36,0,0,1,0,0,0,0,0,0,0,0,0,1
42,105467,595,3,18,15644,61,1,288,0,1,1,0,0,0,23,23,582,1019,149563,57960,8788,0,8,91603,0,0,518,0,41,0,0,0,0,0,0,0,1,0,0,0,0,1
46,89489,595,2,23,15193,83,1,438,0,4,0,0,0,0,20,12,3697,2279,186992,34976,7456,0,4,152016,0,0,391,0,38,0,0,0,0,0,0,0,0,0,1,0,0,1
60,55346,675,3,40,16155,36,0,208,0,1,1,0,0,0,22,10,14073,2438,53845,32784,4611,0,7,21060,0,0,555,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1
54,76153,580,3,31,10845,66,1,475,0,5,0,0,0,0,21,23,2916,3347,51527,14051,6345,0,5,37475,0,0,278,0,40,0,0,0,1,0,0,0,0,0,0,1,0,1
44,152920,499,3,22,20300,24,2,294,0,2,2,0,0,0,24,12,3803,3295,7098,7192,12743,0,5,7226,0,0,1079,0,42,0,0,0,0,0,0,0,0,0,1,0,0,1
34,74448,621,2,11,36578,49,1,462,0,1,0,0,0,0,25,26,2385,7833,662359,14333,6203,0,7,648025,0,0,1332,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1
48,88108,527,2,25,15827,56,2,561,0,2,0,0,0,0,19,23,8672,3560,165876,28568,7341,0,6,137307,0,0,478,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
60,58808,557,1,39,22905,12,1,396,0,3,1,0,0,0,24,20,1249,416,182430,13341,4900,0,4,169088,0,0,2076,0,38,0,0,1,0,0,0,0,1,0,0,0,0,1
37,163760,578,2,16,28026,85,2,480,0,3,0,0,0,0,22,19,9779,1762,14595,32434,13646,0,8,2538,0,0,829,0,39,0,0,0,0,0,0,0,0,0,1,0,0,1
48,58597,583,3,27,15945,33,0,554,0,2,0,0,0,0,19,4,10496,995,655521,71660,4882,0,6,583861,0,0,645,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1
36,99941,617,2,15,12178,36,0,186,0,3,0,0,0,0,28,21,12405,1384,14817,10912,8327,0,5,3904,0,0,432,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1
40,84176,554,1,20,11742,56,1,394,0,3,1,0,0,0,27,10,3144,1972,67250,5712,7014,0,4,61538,0,0,342,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1
78,168664,635,3,57,21030,59,1,188,0,2,1,0,0,0,25,6,1019,859,48340,36975,14055,0,6,11364,0,0,556,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1
39,100909,570,3,18,22385,46,0,317,0,3,2,0,0,0,27,6,7371,3225,38686,71257,8408,0,4,6021,0,0,797,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1
36,86958,497,2,16,17389,29,1,337,0,3,0,0,0,0,18,10,5095,1019,166836,7806,7246,0,6,159029,0,0,835,0,38,0,0,0,0,0,0,0,1,0,0,0,0,1
43,55597,592,3,20,25397,41,1,405,0,2,0,0,0,0,25,26,1373,1417,14551,7313,4632,0,6,7238,0,0,820,0,42,0,0,0,0,0,0,0,0,1,0,0,0,1
44,102806,628,3,21,24051,74,0,623,0,3,1,0,0,1,22,12,2602,1357,1156261,13112,8566,0,4,1143149,0,0,734,0,35,0,0,0,1,0,0,0,0,0,0,0,0,1
46,100591,554,3,23,15306,90,0,527,0,2,1,0,0,0,21,24,3432,525,33394,7372,8382,0,6,26022,0,0,452,0,40,0,0,0,0,0,0,0,0,1,0,0,0,1
45,79965,581,2,22,13913,59,1,233,0,3,1,0,0,0,19,21,4661,2314,58123,7929,6663,0,6,50193,0,0,373,0,50,0,0,1,0,0,0,1,0,0,0,0,0,1
56,89545,657,4,35,26646,38,0,381,0,0,1,0,0,0,28,25,1228,3128,19025,19134,7461,0,4,7839,0,0,1078,0,38,0,0,0,0,0,0,1,0,1,0,0,0,1
36,79991,593,2,13,25013,24,0,401,0,3,1,0,0,0,20,23,5891,1530,22512,7573,6665,0,5,14939,0,0,1296,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1
33,79963,609,3,9,25202,32,1,381,0,2,1,0,0,0,30,26,4536,6315,223619,10471,6663,0,3,213148,0,0,1088,0,36,0,0,1,0,0,0,0,0,0,0,0,0,1
38,89542,605,2,16,33219,60,2,654,0,6,0,0,0,0,21,23,3056,324,151140,8465,7460,0,9,142674,0,0,918,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1
45,139003,648,4,24,8875,37,3,442,0,3,0,0,0,0,18,19,1390,1060,287452,5988,11583,0,3,281463,0,0,305,0,33,0,1,0,0,0,0,0,0,0,0,0,0,1
39,211153,554,3,18,17091,43,1,417,0,0,0,0,0,0,26,8,4048,2967,74660,62924,17595,0,6,11736,0,0,809,0,46,0,0,0,1,0,0,0,0,1,0,0,0,1
43,66030,567,1,23,23237,29,1,181,0,2,0,0,0,0,17,17,1820,1328,69914,42373,5501,0,1,27540,0,0,1047,0,44,0,0,1,0,0,0,0,0,0,0,0,0,1
29,54819,551,3,7,9073,37,1,257,0,1,1,0,0,0,19,20,4854,721,170617,51483,4567,0,7,119134,0,0,329,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1
56,108395,583,1,33,23859,60,1,458,0,1,0,0,0,0,24,25,1683,1676,9282,100439,9032,0,4,3728,0,0,667,0,42,0,0,1,0,0,0,1,0,0,0,0,0,1
41,93805,592,1,18,18504,80,0,455,0,1,1,0,0,0,26,15,5123,1204,320771,32225,7816,0,4,288545,0,0,1119,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1
48,81113,610,3,26,16374,42,0,645,0,0,1,0,0,0,22,17,4842,1447,122076,585435,6758,0,3,5151,0,0,585,0,41,0,0,0,0,0,0,1,0,1,0,0,0,1
52,209098,598,2,29,24434,99,3,334,0,3,0,0,0,0,22,20,3338,1930,170341,34428,17424,0,2,135913,0,0,676,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1
52,117606,621,3,31,12413,36,1,516,0,4,1,0,0,0,26,20,3312,312,54843,24246,9800,0,5,30596,0,0,462,0,35,0,0,0,0,0,0,1,0,0,0,0,0,1
52,65824,608,2,28,15772,60,2,337,0,1,1,0,0,0,29,23,17790,1087,23468,10798,5484,0,3,12669,0,0,419,0,39,0,0,0,1,0,0,0,0,0,0,0,0,1
43,98237,570,3,17,17256,35,0,414,0,3,0,0,0,0,28,12,4802,3218,84219,33144,8185,0,4,51075,0,0,751,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1
35,110608,587,3,14,21095,56,0,247,0,3,0,0,0,0,25,16,3147,681,96951,12593,9217,0,1,84358,0,0,599,0,42,0,0,1,0,0,0,0,0,0,0,0,0,1
43,83923,593,1,21,26179,28,0,280,0,0,0,0,0,0,23,22,13154,496,322843,50672,6993,0,3,272171,0,0,1666,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1
41,90641,644,4,18,27017,60,0,229,0,4,1,0,0,0,16,25,1821,1346,359801,18123,7553,0,7,341678,0,0,746,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1
40,153195,562,2,18,12331,36,0,276,0,3,0,0,0,0,21,13,1038,1679,23469,45483,12766,0,2,4942,0,0,466,0,38,0,0,1,0,0,0,0,0,0,0,1,0,1
47,72910,595,4,27,20163,25,2,378,0,3,1,0,0,0,30,15,44928,3150,111509,7849,6075,0,2,103659,0,0,1056,0,41,0,0,1,0,0,0,0,0,0,0,0,0,1
34,85246,594,2,13,16905,44,2,342,0,4,0,0,0,0,23,20,12693,658,146212,18084,7103,0,4,128128,0,0,599,0,37,0,0,1,0,0,0,0,0,0,0,1,0,1
46,80501,553,1,23,19932,60,2,294,0,3,0,0,0,0,25,13,2571,444,313607,6466,6707,0,8,307141,0,0,1272,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1
65,125296,566,1,40,11771,46,2,774,0,8,2,0,0,0,22,20,1351,1659,186211,12752,10440,0,3,173458,0,0,381,0,38,0,0,0,1,0,0,0,0,0,0,0,0,1
49,75438,598,2,24,16558,60,0,265,0,6,1,0,0,0,23,12,3579,1052,12704,5715,6285,0,5,6989,0,0,445,0,40,0,0,0,0,0,0,0,0,1,0,0,0,1
45,69916,563,1,21,16627,81,1,247,0,5,2,0,0,0,22,11,3040,496,324381,8838,5825,0,10,315542,0,0,474,0,39,0,0,1,0,0,0,0,0,0,0,0,0,1
36,140606,610,2,14,20472,60,0,421,0,2,0,0,0,0,25,18,2887,1221,90577,41867,11716,0,5,48709,0,0,534,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1
35,75199,547,2,12,11582,36,3,936,0,1,0,0,0,0,24,15,2077,1262,12659,75429,6266,0,6,9733,0,0,442,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
38,59511,599,3,16,20259,60,0,297,0,3,0,0,0,0,21,16,2528,1032,82001,4230,4958,0,2,77771,0,0,567,0,38,0,0,1,0,0,0,0,0,0,1,0,0,1
40,36512,579,2,19,8980,27,0,209,0,3,0,0,0,0,25,18,5775,13547,28652,29048,3042,0,4,5508,0,0,429,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1
41,94419,570,1,18,13362,44,1,258,0,3,1,0,0,0,28,16,4083,1559,24179,12252,7868,0,4,11926,0,0,447,0,43,0,0,1,0,0,0,0,0,0,0,0,0,1
37,122019,507,3,13,10139,16,0,550,0,1,0,0,0,0,33,16,3613,1199,83703,7889,10168,0,4,75813,0,0,838,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
43,31170,570,1,24,18925,53,1,272,0,2,1,0,0,0,21,5,12422,832,669472,86054,2596,0,5,583417,0,0,552,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1
45,73451,569,3,18,13956,46,0,359,0,4,1,0,0,0,24,14,3385,989,76784,36267,6120,0,7,40516,0,0,456,0,43,0,0,1,0,0,0,0,0,1,0,0,0,1
40,80157,510,3,19,14056,60,3,519,0,4,1,0,0,0,20,17,2423,866,193302,17059,6679,0,3,176243,0,0,402,0,41,0,0,1,0,0,0,0,0,0,0,0,0,1
35,175246,583,1,14,23903,60,0,648,0,3,1,0,0,0,19,9,1853,1095,6108,5050,14603,0,4,8461,0,0,649,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
45,71688,578,3,19,28970,44,1,396,0,2,0,0,0,0,23,15,2103,1502,466539,52523,5973,0,5,414016,0,0,980,0,37,0,0,1,0,0,0,0,0,0,0,0,0,1
49,97735,591,2,28,13296,38,2,475,0,2,0,0,0,0,27,10,7533,1377,41671,31547,8144,0,6,10123,0,0,584,0,41,0,0,0,0,0,0,1,0,1,0,0,0,1
49,100421,607,2,30,36790,45,0,263,0,1,1,0,0,0,26,24,2348,1445,173371,65716,8367,0,2,107654,0,0,1129,0,38,0,0,0,0,0,0,0,1,0,0,1,0,1
57,162528,579,1,33,21119,74,0,380,0,1,1,0,0,0,25,19,22802,1226,95254,7431,13543,0,3,87822,0,0,617,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
36,42237,549,1,13,11131,50,2,190,0,3,1,0,0,0,21,25,1400,211,116486,17729,3519,0,5,98757,0,0,356,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1
40,71607,552,2,19,12537,51,0,480,0,4,3,0,0,0,25,21,1068,1546,259069,88139,5966,0,5,170930,0,0,384,0,36,0,0,1,0,0,0,0,0,0,0,0,0,1
44,147043,617,3,22,21054,27,0,684,0,3,1,0,0,0,28,14,1343,2493,219591,4889,12253,0,5,214701,0,0,1318,0,35,0,0,0,1,0,0,0,0,0,0,1,0,1
41,81094,616,3,19,15233,81,1,536,0,3,1,0,0,0,26,9,1173,440,288177,11844,6757,0,4,276333,0,0,397,0,38,0,0,0,0,1,0,0,0,0,0,0,0,1
43,251431,612,3,22,27143,23,1,356,0,3,0,0,0,0,26,8,4784,3213,16040,24927,20951,0,3,4728,0,0,2315,0,40,0,0,0,1,0,0,0,1,0,0,1,0,1
41,76633,604,3,17,24459,51,1,360,0,3,1,0,0,0,24,18,5867,1142,23191,297378,6385,0,6,4022,0,0,777,0,42,0,0,0,0,0,0,0,0,0,0,0,0,1
60,93939,618,3,38,18676,36,1,426,0,1,1,0,0,0,27,15,2283,2685,12102,77741,7827,0,2,3363,0,0,698,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1
44,55352,588,3,23,14977,42,0,258,0,4,1,0,0,0,27,11,4776,792,45414,53575,4611,0,5,2752,0,0,531,0,40,0,0,0,0,0,0,0,0,0,1,0,0,1
38,72249,598,2,15,14077,67,0,388,0,2,0,0,0,0,18,22,15402,1781,285814,177164,6020,0,7,108649,0,0,430,0,36,0,0,0,1,0,0,0,0,0,0,0,0,1
30,94860,523,3,7,22593,60,0,148,0,2,0,0,0,0,26,17,646,309,27829,6279,7904,0,0,21549,0,0,675,0,39,0,0,0,0,0,0,0,0,1,0,0,0,1
40,74396,577,3,19,21101,36,1,264,0,1,1,0,0,0,21,18,5461,242,364605,56840,6199,0,2,307765,0,0,785,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1
34,121970,585,4,10,19934,30,0,348,0,3,1,0,0,0,20,4,3012,1253,25881,6962,10163,0,7,18919,0,0,955,0,43,0,0,1,0,0,0,1,0,0,0,0,0,1
40,107334,579,3,18,16352,85,1,484,0,3,1,0,0,0,21,7,26835,1873,37752,71019,8944,0,6,6106,0,0,414,0,42,0,0,0,0,0,0,0,1,0,0,0,0,1
43,91351,537,3,21,11287,38,2,211,0,1,1,0,0,0,25,21,1498,499,80827,141694,7612,0,9,5568,0,0,422,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1
49,117013,605,4,27,25500,55,3,366,0,3,1,0,0,0,26,11,2919,698,42544,4103,9750,0,6,38440,0,0,782,0,45,0,0,1,0,0,0,0,0,1,0,0,0,1
43,32430,630,3,20,17162,55,1,356,0,5,1,0,0,0,26,20,4747,332,295668,5081,2702,0,6,290586,0,0,467,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1
33,84920,540,3,10,11802,48,0,596,0,1,2,0,0,0,24,6,3771,1126,42922,14594,7076,0,4,28328,0,0,368,0,45,0,0,1,0,0,0,0,0,0,0,0,0,1
37,102808,630,2,14,11612,53,0,368,0,4,1,0,0,0,25,2,10436,1323,32497,106514,8566,0,6,8335,0,0,325,0,42,0,0,0,0,0,0,1,0,0,0,0,0,1
40,61059,610,2,16,14941,74,0,175,0,1,0,0,0,0,27,28,2794,1575,83162,81022,5087,0,6,5398,0,0,416,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1
41,60526,564,3,18,16833,48,0,343,0,0,1,0,0,0,21,24,8394,1175,71305,9257,5043,0,4,62048,0,0,531,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
29,130876,583,4,8,28896,39,0,474,0,2,2,0,0,0,19,7,3648,876,78234,64983,10905,0,5,13250,0,0,1091,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
32,66970,556,1,12,10789,76,3,543,0,3,2,0,0,0,22,14,3853,1481,133925,5477,5580,0,9,128448,0,0,294,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1
34,156981,477,2,11,35429,48,2,301,0,3,1,0,0,0,21,14,12857,3485,249320,34288,13081,0,4,215031,0,0,1275,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1
26,79749,587,2,4,11665,49,0,273,0,2,0,0,0,0,26,22,13053,2405,130858,62527,6645,0,5,68330,0,0,354,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
